sl.no,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class
4049,0.182497,0.55069,-0.229557,0.211861,-0.103673,-0.268254,0
4050,-0.218444,0.672271,0.082612,0.237643,0.00735,-0.283762,0
4051,-0.707906,0.695514,0.288535,0.358124,0.279561,-0.200984,0
4052,-1.142454,0.268307,0.406756,0.3477,0.272563,-0.221388,0
4053,-1.058567,-0.193798,0.275495,0.202616,1.033486,-0.479288,0
4054,-1.651338,0.054461,-0.287644,0.032714,0.479924,-0.01052,0
4055,-2.256938,0.54688,-0.360871,-0.074065,0.024752,-0.006646,0
4056,-2.011013,0.43192,-0.596151,-0.16444,-0.197048,0.008733,0
4057,-1.457638,0.180359,-0.770357,-0.235183,-0.223613,0.136562,0
4058,-1.028423,0.310723,-0.709842,-0.2087,0.073811,0.166038,0
4059,-1.013672,0.798459,-0.416603,-0.173249,0.190264,0.207933,0
4060,-1.16959,1.1839,-0.234451,-0.302279,0.037286,0.161306,0
4061,-1.235978,1.360995,-0.241551,-0.266904,-0.064639,0.093123,0
4062,-1.079547,1.315531,-0.196603,-0.088215,-0.155024,0.077007,0
4063,-0.815392,1.33863,-0.075147,0.003247,-0.043901,0.150871,0
4064,-0.813236,1.289945,0.109733,0.042301,0.005393,0.174749,0
4065,-0.88385,1.288951,0.153038,-0.087507,-0.167351,0.218959,0
4066,-0.966423,1.208115,-0.07283,-0.176235,-0.28891,0.17753,0
4067,-0.974992,0.912095,-0.363067,-0.145553,-0.235587,0.126682,0
4068,-0.778322,0.745267,-0.372162,-0.106629,-0.150597,0.084685,0
4069,-0.42513,0.821649,-0.066417,-0.028036,-0.132154,0.061021,0
4070,-0.042458,1.019485,0.210535,-0.03379,-0.24044,0.065443,0
4071,0.036735,1.159479,0.297435,-0.041517,-0.339192,0.065078,0
4072,-0.063956,1.190129,0.179188,-0.026318,-0.38187,0.034825,0
4073,-0.078532,1.027106,-0.065328,0.069115,-0.305977,-0.059854,0
4074,-0.142276,0.84932,-0.304827,0.144444,-0.136596,-0.130205,0
4075,-0.345564,0.623515,-0.403166,0.224183,-0.031904,-0.220091,0
4076,-0.404062,0.495607,-0.333976,0.251752,0.138527,-0.227059,0
4077,-0.46552,0.474025,-0.211532,0.294804,0.302477,-0.096245,0
4078,-0.588773,0.619201,-0.179464,0.137973,0.57957,0.011638,0
4079,-0.545514,1.02784,-0.376239,-0.093173,0.692501,0.090956,0
4080,-0.311833,1.3027,-0.583262,-0.064346,0.797285,0.003094,0
4081,-0.240021,1.625182,-0.571423,-0.071912,0.692416,-0.014714,0
4082,-0.17271,1.739514,-0.716378,-0.074339,0.440201,-0.04943,0
4083,-0.011835,1.781195,-0.62344,-0.115253,0.019549,-0.092957,0
4084,0.566249,1.917075,-0.207243,-0.024061,-0.100297,-0.021924,0
4085,0.713326,1.691821,0.317502,0.095494,-0.143704,-0.039918,0
4086,0.592206,1.046025,0.747977,0.104981,0.006001,-0.134141,0
4087,0.775238,0.381215,1.141077,0.018573,0.144027,-0.180549,0
4088,1.127914,0.063615,1.404593,-0.105373,0.268216,-0.244863,0
4089,1.852587,0.035863,1.323165,-0.398109,0.271726,-0.23595,0
4090,2.011401,-0.810445,0.5071,-0.558808,0.090045,0.227313,0
4091,1.199825,-1.126915,-0.365559,-0.435186,0.123876,0.169271,0
4092,0.909965,0.045193,-0.45668,-0.409981,0.056763,0.092142,0
4093,0.938216,1.35121,-0.212465,-0.376097,0.112195,0.031458,0
4094,1.27,2.180589,0.149849,-0.369614,-0.119854,0.052705,0
4095,1.316755,2.219516,0.23131,-0.261312,-0.289259,0.064145,0
4096,1.353966,2.17577,0.216671,-0.177263,-0.448048,0.102551,0
4097,1.327821,2.028852,-0.049311,-0.032816,-0.531212,0.096891,0
4098,1.131495,1.720765,-0.355799,0.079891,-0.535768,0.046606,0
4099,0.829556,1.279476,-0.560304,0.114625,-0.509429,0.022053,0
4100,0.407206,0.937409,-0.69848,0.115508,-0.630912,0.010203,0
4101,-0.022229,0.857778,-0.658649,0.023791,-0.752094,-0.092162,0
4102,-0.313866,0.829807,-0.604035,-0.094414,-0.58054,-0.240231,0
4103,-0.535234,0.680509,-0.638504,-0.082235,-0.546417,-0.271912,0
4104,-0.544907,0.685784,-0.617214,-0.057431,-0.426219,-0.35028,0
4105,-0.182814,0.647849,-0.503525,0.070764,-0.173523,-0.384027,0
4106,0.419084,0.50714,-0.203243,0.201981,-0.072543,-0.321135,0
4107,0.157368,0.026496,0.340338,0.27105,0.216929,-0.474947,0
4108,-0.028961,-0.086782,0.857269,-0.07933,0.605429,-0.713793,0
4109,0.36555,0.185266,0.94727,-0.113032,0.775001,-0.53604,0
4110,1.005342,-0.052804,0.787538,-0.223637,0.596884,-0.545784,0
4111,0.877222,-0.860926,-0.004942,-0.043724,0.609497,-0.259926,0
4112,0.102646,-0.699317,-0.320344,-0.308476,0.578397,-0.063129,0
4113,-0.379363,0.290024,-0.094242,-0.356834,0.225271,0.078762,0
4114,-0.225781,1.110336,0.026488,-0.567048,0.103757,0.104678,0
4115,-0.301318,1.313222,-0.294766,-0.5427,-0.050845,0.24023,0
4116,-0.267946,1.249603,-0.664056,-0.361072,-0.18294,0.254671,0
4117,-0.277881,1.341538,-0.735814,-0.125616,-0.121578,0.274868,0
4118,-0.532185,1.749395,-0.479603,0.084546,0.063151,0.281337,0
4119,-0.887208,1.946185,-0.10098,0.113261,0.200204,0.1405,0
4120,-1.147167,1.669646,0.016131,0.086978,0.108251,0.053199,0
4121,-1.140104,1.376532,0.050739,-0.02663,-0.105069,0.025526,0
4122,-0.915025,1.267497,-0.050098,-0.078922,-0.175959,0.010596,0
4123,-0.745583,1.353629,-0.157984,-0.073116,-0.190451,0.024622,0
4124,-0.643383,1.533339,-0.166046,-0.059007,-0.192747,0.020398,0
4125,-0.592317,1.576533,-0.089901,-0.016703,-0.258097,0.010751,0
4126,-0.74415,1.320109,-0.035085,-0.006809,-0.272567,-0.048239,0
4127,-0.783372,1.023498,-0.151415,-0.026741,-0.289346,-0.105499,0
4128,-0.595009,0.884379,-0.422318,-0.0631,-0.196286,-0.155266,0
4129,-0.354901,0.842109,-0.715416,-0.069976,-0.074077,-0.147096,0
4130,-0.397082,0.711133,-0.958029,-0.050405,-0.087305,-0.137666,0
4131,-0.413682,0.617181,-1.157782,0.035335,-0.069403,-0.106159,0
4132,-0.41209,0.90825,-1.221169,0.048103,-0.142574,-0.117058,0
4133,-0.444885,1.120813,-1.069983,0.160906,-0.055635,-0.060043,0
4134,-0.242552,1.204764,-0.661685,0.30682,0.110294,-0.179968,0
4135,-0.40232,0.840898,-0.371778,0.421945,0.192841,-0.168121,0
4136,-0.424752,0.833523,-0.372994,0.292375,0.334003,-0.16344,0
4137,-0.4951,0.741629,-0.241976,0.172465,0.509822,-0.082383,0
4138,-0.307823,0.468186,0.310885,0.276569,0.430299,0.122741,0
4139,0.047884,-0.002252,0.697464,0.232129,0.324411,0.103124,0
4140,0.569514,-0.538443,1.133357,-0.135588,0.361816,0.085261,0
4141,1.336114,-0.949814,1.311222,-0.393156,0.461222,0.098636,0
4142,1.846867,-0.756837,1.094489,-0.290787,0.450008,0.277618,0
4143,1.754238,-0.293013,0.801623,-0.264228,0.324358,0.167937,0
4144,1.329397,-0.108398,0.557001,-0.083198,0.254254,0.035059,0
4145,1.275267,0.030923,0.395143,-0.002242,0.268091,-0.036804,0
4146,1.200987,-0.128562,0.383078,0.060645,0.13316,-0.058308,0
4147,1.059932,-0.624606,0.41157,0.053381,-0.180992,-0.054595,0
4148,0.932592,-1.091126,0.504214,-0.018738,-0.207978,-0.035543,0
4149,0.630608,-1.720144,0.359769,-0.095551,-0.232274,0.037058,0
4150,0.521191,-1.612181,0.362071,-0.164675,-0.352536,0.056975,0
4151,0.473441,-1.557672,0.358463,-0.153774,-0.384466,0.074526,0
4152,0.518389,-1.642585,0.242449,-0.084584,-0.50546,0.079143,0
4153,0.414301,-1.699101,0.080493,-0.079192,-0.483299,0.138542,0
4154,0.083178,-1.582756,0.043848,-0.072483,-0.445321,0.172842,0
4155,-0.258196,-1.387528,-0.001491,0.00421,-0.447272,0.071163,0
4156,-0.422354,-1.336963,0.016525,-0.011549,-0.2921,0.017294,0
4157,-0.410913,-1.213238,-0.031623,0.02433,-0.244419,-0.036075,0
4158,-0.164324,-1.15986,-0.007537,0.041343,-0.052753,-0.072699,0
4159,0.152973,-1.272935,0.022598,0.087508,0.117773,-0.092774,0
4160,0.288184,-1.466651,0.130613,0.042243,0.261207,-0.136853,0
4161,0.507944,-1.435602,0.16736,0.113267,0.330893,-0.282421,0
4162,0.547221,-1.423182,0.224234,0.107729,0.323227,-0.246834,0
4163,1.239021,-1.93095,0.331198,-0.03855,0.593423,-0.029238,0
4164,1.87249,-1.798745,0.287383,0.025014,1.123145,0.389623,0
4165,0.280764,-0.992532,0.119272,-0.182597,1.131259,0.43562,0
4166,-0.671409,-0.003708,-0.448395,-0.366196,-0.160607,0.170476,0
4167,-0.059985,0.246665,-0.454059,-0.230168,-0.461988,0.174187,0
4168,0.369429,-0.26013,-0.362816,0.016319,-0.237963,0.259531,0
4169,0.120389,-0.957485,-0.247225,0.237695,-0.020781,0.410564,0
4170,-0.565735,-1.241566,-0.27195,0.206215,0.259992,0.414823,0
4171,-1.278177,-1.029969,-0.355178,0.032655,0.127246,0.285349,0
4172,-1.43122,-0.977984,-0.435362,-0.097377,0.057713,0.111111,0
4173,-1.196098,-0.870216,-0.416766,-0.061034,0.017409,0.132047,0
4174,-0.908911,-0.664144,-0.251586,-0.033427,-0.029769,0.143741,0
4175,-0.748968,-0.510934,-0.076545,-0.016424,-0.183462,0.16046,0
4176,-0.714776,-0.414456,0.009028,-0.054814,-0.288219,0.190647,0
4177,-0.730376,-0.368419,-0.034937,-0.059287,-0.299486,0.177493,0
4178,-0.827981,-0.347431,-0.137127,-0.022099,-0.26014,0.118814,0
4179,-0.863072,-0.399195,-0.215286,0.038204,-0.265997,0.049001,0
4180,-0.722112,-0.462167,-0.307156,0.083918,-0.33086,0.036316,0
4181,-0.595805,-0.505737,-0.44295,0.098314,-0.298108,0.068394,0
4182,-0.578863,-0.437054,-0.583925,0.071842,-0.226104,0.08217,0
4183,-0.637629,-0.325631,-0.691301,0.022504,-0.11045,0.02879,0
4184,-0.726776,-0.275033,-0.746468,0.017305,0.022873,0.008654,0
4185,-0.632214,0.016908,-0.842321,0.120503,0.054894,0.049131,0
4186,-0.455901,0.29866,-0.858542,0.288134,0.033123,-0.000897,0
4187,-0.339659,0.23254,-0.67498,0.38949,0.165533,-0.021835,0
4188,-0.274141,0.355888,-0.409761,0.443178,0.227855,0.003429,0
4189,-0.239411,0.230252,-0.190372,0.441793,0.380518,0.096785,0
4190,-0.01978,-0.192486,0.373589,0.508075,0.372904,0.241341,0
4191,0.432743,-0.70382,0.780124,0.348946,0.318406,0.227552,0
4192,0.97483,-1.301454,1.112621,-0.112338,0.463301,0.003744,0
4193,1.73966,-1.464437,0.98144,-0.192047,0.518455,0.169864,0
4194,1.845622,-1.492197,0.639316,-0.181979,0.45789,0.312763,0
4195,1.410495,-1.559505,0.532745,0.196094,0.368197,0.24739,0
4196,1.044111,-1.557565,0.631665,0.190079,0.372153,0.155049,0
4197,1.073441,-1.637726,0.672565,0.164108,0.403872,0.135889,0
4198,0.89499,-1.982074,0.626894,0.100111,0.198886,0.177703,0
4199,0.561394,-2.439809,0.566399,0.077589,0.105265,0.213542,0
4200,0.339913,-2.811909,0.571738,-0.05264,-0.126143,0.241269,0
4201,0.281097,-2.779998,0.634311,-0.073205,-0.289717,0.208453,0
4202,0.329403,-2.670618,0.678305,-0.07433,-0.330271,0.213629,0
4203,0.384062,-2.670587,0.62314,-0.060629,-0.383937,0.212042,0
4204,0.467292,-2.755745,0.535168,-0.007385,-0.39512,0.295392,0
4205,0.449361,-2.737461,0.507245,-0.031104,-0.389037,0.343025,0
4206,0.314503,-2.52953,0.573335,-0.042519,-0.360893,0.398666,0
4207,0.061412,-2.088789,0.595588,-0.086517,-0.42112,0.184656,0
4208,-0.128528,-1.703234,0.512582,-0.096921,-0.396243,0.125287,0
4209,-0.145105,-1.250966,0.379427,-0.080317,-0.348275,0.084449,0
4210,0.021956,-0.987968,0.265958,0.064465,-0.075836,-0.059537,0
4211,0.342628,-0.890929,0.229617,0.120474,0.054254,-0.060848,0
4212,0.682109,-0.992607,0.320781,0.278672,0.258499,-0.07294,0
4213,0.687786,-1.014492,0.460786,0.379063,0.391907,-0.194832,0
4214,0.27341,-0.816194,0.514253,0.326532,0.339428,-0.33587,0
4215,0.410582,-1.010071,0.660738,0.185993,0.492973,-0.173755,0
4216,1.24239,-1.440652,0.791014,0.217086,1.094421,0.191773,0
4217,0.837534,-1.13742,0.968327,0.147785,1.266047,0.467475,0
4218,-0.720825,-0.164374,1.140997,-0.455942,-0.025655,0.255977,0
4219,-1.042138,0.112225,0.980301,-0.387275,-0.541418,0.139204,0
4220,-0.134167,0.030165,-0.063314,-0.352581,-0.395865,0.17248,0
4221,0.03025,-0.328922,-0.44947,0.11411,-0.091716,0.416537,0
4222,-0.36488,-0.338609,-0.614587,0.365279,0.269774,0.518982,0
4223,-1.297752,-0.033459,-0.459124,0.331218,0.33297,0.453242,0
4224,-1.822397,-0.032353,-0.281193,-0.068616,0.11012,0.071472,0
4225,-1.5525,-0.074692,-0.316641,-0.090784,0.046398,0.022253,0
4226,-1.130653,0.095044,-0.239136,-0.014597,-0.176757,0.105409,0
4227,-0.958471,0.299588,-0.124964,0.028294,-0.25971,0.154587,0
4228,-0.936669,0.454834,-0.072668,0.03748,-0.350545,0.187202,0
4229,-1.027815,0.457813,-0.205768,0.020764,-0.291491,0.143215,0
4230,-1.042823,0.260455,-0.388286,-0.02723,-0.233212,0.070222,0
4231,-0.934707,0.139555,-0.351056,0.018241,-0.293263,0.015691,0
4232,-0.669723,0.085938,-0.492278,0.032071,-0.287453,0.040684,0
4233,-0.674477,0.019629,-0.688779,0.00563,-0.230881,0.074079,0
4234,-0.85423,0.011196,-0.821415,-0.012599,-0.131471,-0.00017,0
4235,-0.727907,0.231721,-0.934047,-0.042481,-0.019877,-0.018932,0
4236,-0.596216,0.590188,-0.915427,-0.008805,-0.03058,0.1058,0
4237,-0.512184,1.060539,-0.8631,0.214346,-0.017117,0.104496,0
4238,-0.547665,1.008537,-0.615453,0.348118,-0.029697,-0.006519,0
4239,-0.522619,0.836178,-0.424914,0.575661,0.086342,-0.113799,0
4240,-0.634996,0.561561,-0.383687,0.568704,0.226688,-0.066305,0
4241,-0.785243,0.19865,-0.074487,0.482262,0.364832,-0.037122,0
4242,-0.427309,0.165312,0.492077,0.32223,0.503082,0.199061,0
4243,0.000163,-0.108945,0.774221,0.233703,0.391391,0.170119,0
4244,0.676379,-0.455963,1.18745,0.032682,0.354824,0.160998,0
4245,1.397689,-0.759492,1.342428,-0.297268,0.430982,0.150198,0
4246,1.703013,-0.817673,1.242086,-0.199656,0.505236,0.292833,0
4247,1.42098,-0.811832,1.091626,-0.193578,0.404848,0.303509,0
4248,1.121827,-0.628897,0.891681,-0.071762,0.41761,0.210428,0
4249,0.929168,-0.473031,0.708537,-0.096708,0.196083,0.03633,0
4250,0.900283,-0.36807,0.592833,-0.050702,0.07528,0.02993,0
4251,0.924672,-0.481815,0.511964,-0.020547,-0.020301,0.034161,0
4252,0.801008,-0.987182,0.459405,-0.130624,-0.311025,0.117097,0
4253,0.694211,-1.038897,0.430952,-0.151222,-0.366801,0.12714,0
4254,0.668264,-0.938426,0.369753,-0.179546,-0.40099,0.155456,0
4255,0.539274,-0.966532,0.317614,-0.122078,-0.503298,0.135129,0
4256,0.40015,-1.118154,0.26022,-0.097536,-0.565941,0.146001,0
4257,0.323557,-1.217424,0.110261,-0.065581,-0.601636,0.156349,0
4258,0.089733,-1.147933,-0.016428,-0.0272,-0.50438,0.170134,0
4259,-0.257071,-0.97077,-0.063943,-0.013527,-0.460147,0.136543,0
4260,-0.489554,-0.689879,-0.043494,-0.009786,-0.317651,-0.025176,0
4261,-0.476531,-0.566651,0.031214,-0.016865,-0.120039,-0.10311,0
4262,-0.236821,-0.442697,-0.005726,-0.005547,-0.015768,-0.110658,0
4263,0.245324,-0.410498,0.048875,0.114644,0.354248,-0.157505,0
4264,0.560112,-0.693551,0.230898,0.111317,0.498784,-0.214379,0
4265,0.47727,-0.505131,0.335832,0.156746,0.532236,-0.302047,0
4266,0.196961,-0.378597,0.637087,0.222145,0.324824,-0.272121,0
4267,0.846508,-0.667492,0.39203,0.118161,0.6126,-0.140245,0
4268,1.270666,-0.901629,0.501047,-0.117884,1.085606,0.074147,0
4269,0.827639,-0.081671,0.428535,-0.621417,1.35096,0.571897,0
4270,-0.297329,0.539729,-0.279804,-0.531007,-0.315188,0.180603,0
4271,-0.352847,0.925765,-0.599017,-0.273474,-0.753846,0.165533,0
4272,0.310811,0.637146,-0.659173,0.008989,-0.416598,0.308351,0
4273,0.306343,0.375132,-0.400358,0.425251,-0.179403,0.483046,0
4274,-0.368724,0.382073,-0.219212,0.507916,0.052583,0.447445,0
4275,-1.20413,0.330835,-0.267711,-0.151925,0.280812,0.210217,0
4276,-1.521827,0.251621,-0.163006,-0.315548,0.033956,0.070203,0
4277,-0.979466,0.643602,-0.090286,-0.2618,-0.095018,0.116176,0
4278,-0.399161,1.226969,0.040139,-0.118845,-0.200238,0.162619,0
4279,-0.199691,1.434199,0.258116,-0.002366,-0.300791,0.224603,0
4280,-0.314356,1.601673,0.300897,-0.028892,-0.397008,0.27108,0
4281,-0.715362,1.487545,0.151896,0.003998,-0.294957,0.156688,0
4282,-0.901873,1.052403,-0.091336,0.050946,-0.14527,0.008288,0
4283,-0.707088,0.753178,-0.289349,0.043023,-0.131005,-0.030602,0
4284,-0.48929,0.55415,-0.522582,0.023227,-0.209257,0.076408,0
4285,-0.589311,0.427415,-0.710057,0.084598,-0.188213,0.084968,0
4286,-0.594883,0.444089,-0.878896,0.104528,-0.176394,0.03455,0
4287,-0.531876,0.423766,-0.912613,0.057849,-0.15722,-0.108792,0
4288,-0.466476,0.549022,-0.857837,0.053335,-0.148274,0.004876,0
4289,-0.412061,0.68995,-0.716633,0.183706,-0.004584,0.032792,0
4290,-0.494195,0.493121,-0.441353,0.326407,0.052395,0.012542,0
4291,-0.402042,0.420168,-0.126558,0.275947,0.153413,0.097188,0
4292,-0.257413,0.290023,0.325408,0.127252,0.346544,0.030198,0
4293,0.096633,0.309027,0.859832,0.092787,0.385186,0.149108,0
4294,0.590219,-0.037528,1.315581,0.05395,0.393559,0.20441,0
4295,1.377486,-0.729457,1.838986,-0.164938,0.323909,0.303766,0
4296,2.056687,-1.056737,1.843082,-0.429702,0.549536,0.212609,0
4297,2.200647,-0.580392,1.14486,-0.538491,0.656627,0.309243,0
4298,1.667087,0.634383,0.718697,-0.376553,0.535544,0.255921,0
4299,1.443865,1.078114,0.501856,-0.162579,0.483034,0.163306,0
4300,1.614264,1.010517,0.741347,0.220224,0.344025,-0.055434,0
4301,1.662015,0.332575,1.072629,0.116312,0.200206,-0.045275,0
4302,1.67518,-0.830523,1.01546,-0.034746,0.127982,-0.005746,0
4303,1.568646,-1.705016,0.817147,-0.124023,-0.202446,0.161197,0
4304,1.527956,-1.932061,0.621669,-0.112274,-0.164378,0.195166,0
4305,1.385836,-1.667687,0.698318,-0.143944,-0.146748,0.29662,0
4306,1.127336,-0.909839,0.813045,-0.195349,-0.328068,0.261079,0
4307,0.843322,-0.361899,0.69606,-0.20271,-0.389114,0.260103,0
4308,0.610987,-0.267636,0.499915,-0.242883,-0.475131,0.150599,0
4309,0.494404,-0.367335,0.225763,-0.213106,-0.333314,0.053401,0
4310,0.640283,-0.198444,0.221225,-0.164159,-0.177651,0.065387,0
4311,0.740865,-0.044684,0.310393,-0.042597,-0.06228,0.102775,0
4312,0.377888,-0.169893,0.235379,0.070636,-0.03175,0.016846,0
4313,-0.084565,-0.239921,0.033549,0.15597,0.112238,-0.078833,0
4314,-0.361681,-0.258872,-0.048479,0.19119,0.169809,-0.158518,0
4315,-0.515256,-0.303911,-0.107178,0.146381,0.259846,-0.022893,0
4316,-0.579711,-0.511929,0.020825,-0.002827,0.494741,-0.104824,0
4317,-0.386412,-0.722289,0.244635,-0.037314,0.909874,-0.213019,0
4318,-0.753258,-0.195999,0.019208,0.087167,0.876303,0.094139,0
4319,-1.588384,0.011569,-0.547708,-0.108506,0.162922,0.14944,0
4320,-1.703406,-0.121429,-0.488521,-0.116616,0.003561,0.2643,0
4321,-1.440322,-0.378435,-0.647655,-0.093065,-0.06184,0.387734,0
4322,-1.296437,-0.242304,-0.716259,-0.18803,-0.018446,0.401989,0
4323,-1.40059,0.101012,-0.700335,-0.237305,0.111207,0.383803,0
4324,-1.500473,0.605479,-0.7615,-0.301588,0.134746,0.239264,0
4325,-1.288374,1.013882,-0.779769,-0.243135,0.161729,0.12444,0
4326,-0.999082,1.277215,-0.550555,-0.049153,0.086104,0.133791,0
4327,-0.750009,1.717102,-0.216094,0.018413,-0.064843,0.211812,0
4328,-0.818907,1.770902,-0.024364,0.07195,-0.189176,0.24066,0
4329,-0.921294,1.559196,-0.006648,0.063221,-0.236971,0.209811,0
4330,-0.983495,1.081782,-0.176318,0.043736,-0.357251,0.191058,0
4331,-1.095441,0.650521,-0.389123,0.002014,-0.358286,0.174666,0
4332,-1.048794,0.344635,-0.39161,-0.068893,-0.24407,0.095448,0
4333,-0.650765,0.275528,-0.238122,-0.072179,-0.194991,0.08918,0
4334,-0.249378,0.327505,0.00176,-0.077411,-0.204635,0.108405,0
4335,-0.06634,0.561886,0.10422,-0.054916,-0.320259,0.165031,0
4336,0.029023,0.620276,0.071696,-0.01495,-0.224584,0.043608,0
4337,0.123971,0.684554,-0.100775,0.131338,-0.086369,-0.096617,0
4338,0.037605,0.675242,-0.360944,0.268325,0.048109,-0.199456,0
4339,-0.109303,0.357848,-0.51432,0.42349,0.293401,-0.202982,0
4340,-0.230217,-0.005756,-0.323487,0.450404,0.451915,-0.132588,0
4341,-0.453659,-0.116688,-0.094169,0.313383,0.448267,-0.056316,0
4342,-0.629341,0.053999,-0.00268,0.077311,0.340175,0.065445,0
4343,-0.688755,0.143407,-0.464681,0.066672,0.524303,0.127301,0
4344,-0.687856,-0.086983,-0.658796,-0.035443,0.791102,0.099252,0
4345,-0.236072,-0.180313,-0.621338,-0.259877,0.822063,0.170595,0
4346,0.267182,0.04248,-0.56256,-0.278779,0.379078,0.311148,0
4347,0.502213,0.174571,-0.499131,-0.187068,0.050561,0.208672,0
4348,0.743801,0.325985,-0.212422,-0.013638,-0.07181,-0.048126,0
4349,1.301541,0.320865,0.317045,0.026333,-0.018384,-0.031643,0
4350,1.875919,0.221935,0.848886,0.176625,0.194744,0.000501,0
4351,2.219571,0.312417,1.63204,0.004516,0.209868,-0.046737,0
4352,2.295101,-0.399647,1.681551,-0.190383,0.140911,-0.033186,0
4353,1.780193,-1.605877,0.61555,-0.23628,-0.301758,0.328605,0
4354,1.08421,-2.042204,-0.220897,-0.17878,-0.192494,0.297396,0
4355,0.927558,-1.361614,-0.055152,-0.139808,-0.029322,0.233974,0
4356,1.10317,-0.690035,0.477188,-0.256939,-0.242102,0.131681,0
4357,1.412596,-0.361221,0.564386,-0.267568,-0.321976,0.246316,0
4358,1.525976,-0.38576,0.475479,-0.154935,-0.495807,0.266744,0
4359,1.655469,-0.303223,0.234873,-0.152001,-0.401093,0.212564,0
4360,1.522866,-0.299855,0.306581,-0.119907,-0.45874,0.154651,0
4361,1.280983,-0.012385,0.2885,-0.074082,-0.401659,-0.003299,0
4362,1.125559,0.221772,0.208066,0.018685,-0.23989,-0.172963,0
4363,0.839311,0.009108,-0.173948,0.163218,-0.171405,-0.275182,0
4364,0.399004,-0.119583,-0.376616,0.218011,-0.076608,-0.299254,0
4365,-0.179964,-0.072586,-0.172417,0.222183,0.191848,-0.393973,0
4366,-0.481889,0.071811,0.20878,0.288134,0.258305,-0.218927,0
4367,-1.309054,-0.141944,0.301553,0.223115,0.384673,-0.113179,0
4368,-1.353677,-1.115296,-0.003023,0.119407,0.992787,-0.223636,0
4369,-1.30646,-1.230974,-0.419152,-0.030311,0.768732,0.109679,0
4370,-1.919386,-0.367161,-0.389288,-0.205114,0.136453,0.254329,0
4371,-2.024652,0.244443,-0.332055,-0.123796,-0.141166,0.216428,0
4372,-1.611255,0.020761,-0.430362,-0.097813,-0.22075,0.25889,0
4373,-1.262768,0.152785,-0.448393,-0.10937,-0.153038,0.250212,0
4374,-0.988831,0.395529,-0.384834,-0.121554,-0.041161,0.236344,0
4375,-1.044896,0.724002,-0.162388,-0.182578,0.121417,0.279707,0
4376,-1.21488,0.920458,-0.12644,-0.205913,0.06227,0.226001,0
4377,-1.244493,0.939891,-0.165127,-0.014967,-0.155401,0.126355,0
4378,-0.981987,0.960245,-0.154774,0.014058,-0.217107,0.167234,0
4379,-0.835011,0.771818,-0.047752,0.012421,-0.225916,0.191359,0
4380,-0.74511,0.707147,0.062986,-0.036575,-0.251437,0.205419,0
4381,-0.643453,0.526802,0.053245,-0.08819,-0.368885,0.220476,0
4382,-0.502996,0.319086,-0.071558,-0.091365,-0.377629,0.215177,0
4383,-0.409369,0.047022,-0.048123,-0.091266,-0.214914,0.2208,0
4384,-0.199925,0.125215,0.195726,-0.049884,-0.300489,0.180183,0
4385,-0.19468,0.374344,0.22749,-0.004638,-0.336074,0.138667,0
4386,-0.140014,0.459153,0.017324,0.172343,-0.230342,-0.041274,0
4387,-0.035841,0.552662,-0.280102,0.297212,-0.032083,-0.18088,0
4388,-0.038706,0.478701,-0.429579,0.39172,0.307801,-0.187637,0
4389,-0.246393,0.188182,-0.324903,0.552279,0.515914,-0.173445,0
4390,-0.52026,-0.026805,-0.137465,0.542967,0.5424,-0.150514,0
4391,-0.797685,-0.144595,-0.011066,0.348824,0.322298,-0.141815,0
4392,-0.875118,-0.079312,-0.285155,0.129492,0.474024,0.058634,0
4393,-0.76209,-0.084114,-0.514027,0.017658,0.678786,0.085236,0
4394,-0.46632,-0.19527,-0.678461,-0.152942,0.81136,0.101105,0
4395,0.152354,-0.202831,-0.65597,-0.248153,0.691305,0.265554,0
4396,0.367736,-0.141096,-0.563746,-0.225989,0.190875,0.259607,0
4397,0.572147,0.007411,-0.316817,-0.146443,-0.030851,0.114649,0
4398,1.028052,0.114575,0.193635,-0.080796,-0.107837,0.014074,0
4399,1.54394,0.024503,0.691941,0.084539,-0.038727,-0.020891,0
4400,1.928147,-0.069758,1.28654,0.106609,0.042222,0.001788,0
4401,2.390008,-0.089272,1.769423,-0.183321,-0.005436,0.064561,0
4402,2.247795,-1.143481,1.257034,-0.278315,-0.360916,0.384074,0
4403,1.385355,-1.862428,0.379194,-0.242824,-0.430253,0.430905,0
4404,0.885787,-1.47399,0.110288,-0.147498,-0.090295,0.247853,0
4405,0.880841,-0.825353,0.675579,-0.183468,-0.155041,0.132938,0
4406,1.310283,-0.221688,0.922428,-0.268161,-0.190848,0.092091,0
4407,1.545275,-0.100242,0.983735,-0.213697,-0.38496,0.089565,0
4408,1.422526,-0.095731,0.761749,-0.006132,-0.340965,0.037133,0
4409,1.228215,-0.269292,0.378191,0.077762,-0.272604,-0.057473,0
4410,0.917483,-0.178509,0.054385,0.127597,-0.049807,-0.210427,0
4411,0.330335,-0.433554,-0.124577,0.294295,-0.040497,-0.232489,0
4412,-0.176207,-0.404112,-0.387731,0.252459,0.067575,-0.258924,0
4413,-0.360654,-0.185855,-0.197019,0.235672,0.156038,-0.310028,0
4414,-0.869118,0.036042,0.163408,0.280691,-0.008174,-0.061522,0
